Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,Ward,Searches,Searches which got estimate,Searches for Quotes,Searches which got Quotes,Bookings,Completed Trips,Search-to-estimate Rate,Estimate-to-search for quotes Rate,Quote Acceptance Rate,Quote-to-booking Rate,Cancelled Bookings,Booking Cancellation Rate,Conversion Rate,Drivers' Earnings,Average Distance per Trip (km),Average Fare per Trip,Distance Travelled (km),latitude,longitude,h3_index
2023-07-11,koramangala,Sony World Junction,59189,20.78455866489854,1.5,100.0,100.0,2,168.378,63.01890852130116,82.917096449236,89.34856970005507,103,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-11,koramangala,Sarjapur Road,14182,43.12484334200916,1.2642474783363613,55.524194524031245,73.31675297413258,0,78.364,45.49572044342935,88.47877179504181,90.2848793094455,191,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-12,whitefield,Marathahalli Bridge,23154,53.548956237246784,1.1292875418838118,80.89170808898061,100.0,2,96.308,74.61028146955238,72.68860111681433,89.78184965377636,96,Clear,Yes,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-12,whitefield,ITPL Main Road,32554,25.318083002660657,1.5,100.0,100.0,0,115.108,73.63816570878069,89.42238419925945,77.26615909953506,101,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-12,koramangala,Sony World Junction,27375,20.54368809018316,1.5,100.0,100.0,4,104.75,13.11931469174327,75.0938800323656,93.52029468338466,109,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-12,koramangala,Sarjapur Road,46876,26.322663052252324,1.5,100.0,100.0,1,143.752,23.71061942649868,95.92796899384967,93.00147139681356,98,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-13,koramangala,Sarjapur Road,49489,55.77854923248945,1.5,100.0,100.0,5,148.978,67.1547263308066,99.11509587197794,92.45334375599232,87,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-14,whitefield,Marathahalli Bridge,17203,58.465928694668136,1.089398113560471,58.73174236653902,84.10362812921744,0,84.406,32.257759938813535,79.85116799097582,92.10818350498748,91,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-14,whitefield,ITPL Main Road,29034,40.25176300666509,1.5,100.0,100.0,1,108.068,56.07218038472987,77.01169731755326,95.74363288304342,103,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-14,koramangala,Sony World Junction,60293,30.82279655781894,1.5,100.0,100.0,0,170.586,18.68500378127751,89.68634519076437,55.67480137775194,105,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-15,whitefield,Marathahalli Bridge,30080,23.493329861513555,1.5,90.93583603632284,100.0,2,110.16,16.92997298794738,91.6109755369216,77.47360587479005,90,Windy,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-15,koramangala,Sarjapur Road,61903,50.70791045744856,1.5,100.0,100.0,2,173.80599999999998,58.32604742772717,87.15403721387,61.95190891564746,88,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-16,whitefield,Marathahalli Bridge,22663,39.39993384717464,1.2233754899981863,70.29517164330328,100.0,0,95.326,15.134025522242547,88.45718080547118,50.71655382750896,115,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-16,koramangala,Sarjapur Road,29973,48.301886368073966,1.5,99.0740461971823,100.0,4,109.946,30.25363679428887,97.988237321819,85.09685762907606,105,Fog,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-17,koramangala,Sony World Junction,58139,34.60473350498386,1.5,100.0,100.0,1,166.27800000000002,58.647358041429776,82.95268949589848,94.49847914123455,99,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-17,koramangala,Sarjapur Road,40768,41.685650332148604,1.5,100.0,100.0,1,131.536,68.56122599002434,72.98903729191127,70.79927443153652,101,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-18,whitefield,ITPL Main Road,12454,56.439105839690825,1.2004354515975089,46.388650604487616,66.91602977506517,3,74.908,76.24873739825479,68.89457921752057,93.21076433155008,203,Windy,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-18,koramangala,Sarjapur Road,60192,22.32820768397077,1.5,100.0,100.0,2,170.384,56.131453587048114,87.29479226414816,71.87661013324606,78,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-19,koramangala,Sony World Junction,45046,49.90366724058848,1.5,100.0,100.0,2,140.09199999999998,41.714549039020326,79.22887873690004,70.87590456780563,113,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-20,koramangala,Sony World Junction,43076,20.517628478506232,1.5,100.0,100.0,0,136.152,10.22329722456618,69.44570526590317,59.16040395641707,109,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-20,koramangala,Sarjapur Road,46775,22.39993033625484,1.5,100.0,100.0,1,143.55,64.37578343005369,81.98141368366268,88.15181700059475,84,Fog,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-21,whitefield,ITPL Main Road,22627,47.317738811389376,1.0914385157539566,68.56853390434188,100.0,0,95.254,32.711999954427554,69.39973629179713,77.65510884645064,107,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-21,koramangala,Sony World Junction,31534,25.393276071596087,1.5,100.0,100.0,1,113.068,30.347788896061857,66.83849397880957,61.02871947773114,109,Fog,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-21,koramangala,Sarjapur Road,50908,20.0,1.5,100.0,100.0,1,151.816,20.36170452010021,85.92702543279671,78.60350919638529,112,Fog,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-22,whitefield,Marathahalli Bridge,22164,31.168295420198305,1.0057591372619552,74.30216326453808,100.0,4,94.328,50.060390251538834,69.8029807221528,66.51009410504983,96,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-22,whitefield,ITPL Main Road,18889,44.560828852699416,1.2811300851042302,55.268870668855904,98.9283519866702,0,87.77799999999999,51.05208282642248,61.282720553721305,95.47383489925072,105,Rain,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-22,koramangala,Sony World Junction,41043,39.540898277076494,1.5,100.0,100.0,0,132.086,48.45631170741925,76.8365953650665,83.46798406335353,115,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-22,koramangala,Sarjapur Road,60017,46.35169543436543,1.5,100.0,100.0,4,170.034,30.73770105768279,60.5049247215136,53.69927067224802,94,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-23,whitefield,ITPL Main Road,23474,57.639687078991045,1.263800288724808,84.39108020736288,100.0,2,96.948,15.008662805051443,84.87691731248985,98.75321737552048,104,Rain,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-23,koramangala,Sony World Junction,61405,35.561127138792806,1.5,100.0,100.0,0,172.81,70.14114310195023,92.71482148398016,88.65287289318812,105,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-23,koramangala,Sarjapur Road,46083,20.0,1.5,100.0,100.0,1,142.166,13.99074072977777,65.81816645306317,78.24532890209781,103,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-24,koramangala,Sony World Junction,31521,42.02832793129782,1.5,100.0,100.0,1,113.042,20.136790448032023,77.51689811944884,85.99426022837093,114,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-24,koramangala,Sarjapur Road,29015,35.62182572679852,1.5,88.55869535135044,100.0,1,108.03,75.55610675380939,94.50421175229964,53.18524408558724,79,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-25,whitefield,ITPL Main Road,26773,32.0367907183017,1.5,93.92836270858032,100.0,2,103.546,47.38270840452053,69.7701478961634,84.126325029323,82,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-25,koramangala,Sony World Junction,28139,31.813749281463497,1.5,90.99515965566192,100.0,1,106.278,48.76494998261892,60.47829160561982,75.30488854016942,93,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-26,whitefield,ITPL Main Road,14390,48.025261181076814,1.2173627113750936,49.449009260875656,68.90954620578958,1,78.78,25.58320059596064,93.33759132351238,65.35188518654189,210,Clear,Yes,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-26,koramangala,Sony World Junction,44533,33.24747141788546,1.5,100.0,100.0,1,139.066,30.20630311210196,82.21003162981214,70.70721675273,112,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-26,koramangala,Sarjapur Road,28962,20.0,1.5,89.18130619571495,100.0,2,107.924,15.841932352624392,94.20188967342428,60.73270515496863,94,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-27,whitefield,Marathahalli Bridge,21445,20.0,1.3270091026517363,73.97218423184094,100.0,1,92.89,21.966354604530604,71.04171551885712,92.01110166159586,103,Fog,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-27,koramangala,Sony World Junction,31076,20.0,1.5,95.3949351267498,100.0,1,112.152,27.798795995599114,65.72254401122873,73.88279346678132,114,Rain,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-28,whitefield,ITPL Main Road,26414,42.47667160263024,1.5,86.36673189118852,100.0,1,102.828,17.904454727057427,80.22808712702628,69.16300604684895,92,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-28,koramangala,Sony World Junction,65535,20.0,1.5,100.0,100.0,3,181.07,22.623008432484497,88.02560289941115,87.71595023356858,92,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-29,whitefield,Marathahalli Bridge,21688,40.34602200454739,1.0692439166078145,79.18480371121736,100.0,2,93.376,51.59621707773864,91.63004266140496,56.24588436413633,86,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-29,whitefield,ITPL Main Road,22036,41.71051117543232,1.3968880033909383,67.05099373975452,100.0,1,94.072,78.320199981643,64.79469043069881,98.0434858149577,81,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-29,koramangala,Sony World Junction,31949,25.73165825420859,1.5,98.10414710783807,100.0,1,113.898,72.62489938339556,87.15437242793077,58.42952590221605,101,Fog,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-29,koramangala,Sarjapur Road,32046,46.94986357450162,1.5,100.0,100.0,1,114.092,53.47404143295153,70.57748938444914,72.99482925885165,82,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-30,whitefield,Marathahalli Bridge,11347,46.77617736045108,1.304625061203643,29.72587315137057,56.88212628842743,2,72.694,19.35440002243405,66.24202476091735,73.86688185304537,215,Clear,Yes,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-30,whitefield,ITPL Main Road,27393,33.49078719508045,1.5,84.85830410880993,100.0,4,104.786,79.86767217201401,68.25321420805142,70.39426391665263,106,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-30,koramangala,Sony World Junction,43253,41.755847768132725,1.5,100.0,100.0,4,136.506,73.63520163516503,61.54345253164011,50.36368470064101,103,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-30,koramangala,Sarjapur Road,13027,35.18888721983167,1.0772214361233168,43.638227971807545,67.03758942107514,1,76.054,26.792296400644368,68.39584931887003,78.95924914332593,195,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-31,whitefield,Marathahalli Bridge,19731,43.76640000897582,1.296751257619123,67.6667283046882,100.0,0,89.462,57.13683103868877,62.585932146232736,56.91248664297578,120,Fog,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-07-31,koramangala,Sony World Junction,48868,51.72265585953971,1.5,100.0,100.0,1,147.736,59.50904112073821,68.61428597167328,74.93668775016289,94,Windy,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-07-31,koramangala,Sarjapur Road,31167,37.86899930731055,1.5,100.0,100.0,0,112.334,36.78645630556412,79.97107947610672,64.5282253647413,100,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-08-01,whitefield,Marathahalli Bridge,41056,45.6429263953606,1.5,100.0,100.0,2,132.112,27.891759736237805,90.87808273611483,86.86870509065172,110,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-08-01,whitefield,ITPL Main Road,17890,45.7524567852448,1.2952207931599988,54.96427015727832,88.42569504722947,0,85.78,10.43671466883745,77.00536628487023,86.39680636800792,112,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2023-08-01,koramangala,Sony World Junction,48650,36.53010048044268,1.5,100.0,100.0,2,147.3,53.23592604814269,88.8561542539055,73.76377957515598,93,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2023-08-02,koramangala,Sony World Junction,68275,38.30045962187542,1.5,100.0,100.0,1,186.55,74.31881846420671,62.7328998228648,55.23544008101035,88,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
